"Time (s)"	"Recording (a.u.)"
1.243750000E-2	-5.200354015E-2
1.245833333E-2	-4.858546709E-2
1.247916667E-2	-4.266487625E-2
1.250000000E-2	-3.595080416E-2
1.252083333E-2	-2.987762078E-2
1.254166667E-2	-2.288888211E-2
1.256250000E-2	-1.791436506E-2
1.258333333E-2	-1.431318094E-2
1.260416667E-2	-9.796441542E-3
1.262500000E-2	-4.669331950E-3
1.264583333E-2	1.586962493E-3
1.266666667E-2	8.972441786E-3
1.268750000E-2	1.214636677E-2
1.270833333E-2	1.104770043E-2
1.272916667E-2	1.654103214E-2
1.275000000E-2	2.081362346E-2
1.277083333E-2	1.403851436E-2
1.279166667E-2	8.270516068E-3
1.281250000E-2	1.895199438E-2
1.283333333E-2	3.302102725E-2
1.285416667E-2	3.262428663E-2
1.287500000E-2	3.601184118E-2
1.289583333E-2	5.111850337E-2
1.291666667E-2	5.899227882E-2
1.293750000E-2	5.761894589E-2
1.295833333E-2	6.158635212E-2
1.297916667E-2	6.994842372E-2
1.300000000E-2	7.446516312E-2
1.302083333E-2	7.858516190E-2
1.304166667E-2	8.233893857E-2
1.306250000E-2	8.499404889E-2
1.308333333E-2	8.636738182E-2
1.310416667E-2	8.761864071E-2
1.312500000E-2	8.832056642E-2
1.314583333E-2	8.713034455E-2
1.316666667E-2	8.404797510E-2
1.318750000E-2	7.736442152E-2
1.320833333E-2	7.235938597E-2
1.322916667E-2	7.235938597E-2
1.325000000E-2	7.345805231E-2
1.327083333E-2	7.580797754E-2
1.329166667E-2	7.950071718E-2
1.331250000E-2	8.404797510E-2
1.333333333E-2	8.508560442E-2
1.335416667E-2	8.188116092E-2
1.337500000E-2	7.492294076E-2
1.339583333E-2	7.034516434E-2
1.341666667E-2	6.964323862E-2
1.343750000E-2	6.918546098E-2
1.345833333E-2	6.888027589E-2
1.347916667E-2	7.220679342E-2
1.350000000E-2	7.736442152E-2
1.352083333E-2	7.846308786E-2
1.354166667E-2	6.878872036E-2
1.356250000E-2	5.584887234E-2
1.358333333E-2	5.059968871E-2
1.360416667E-2	4.754783776E-2
1.362500000E-2	4.007080294E-2
1.364583333E-2	3.311258278E-2
1.366666667E-2	2.639851070E-2
1.368750000E-2	1.968443861E-2
1.370833333E-2	1.657155065E-2
1.372916667E-2	1.275673696E-2
1.375000000E-2	7.171849727E-3
1.377083333E-2	9.765923032E-4
1.379166667E-2	-4.669331950E-3
1.381250000E-2	-9.186071352E-3
1.383333333E-2	-1.181066317E-2
1.385416667E-2	-1.544236579E-2
1.387500000E-2	-1.864680929E-2
1.389583333E-2	-1.629688406E-2
1.391666667E-2	-1.001007111E-2
1.393750000E-2	-1.293984802E-2
1.395833333E-2	-2.490310373E-2
1.397916667E-2	-3.067110202E-2
1.400000000E-2	-3.201391644E-2
1.402083333E-2	-4.388561663E-2
1.404166667E-2	-5.633716849E-2
1.406250000E-2	-5.822931608E-2
1.408333333E-2	-5.935850093E-2
1.410416667E-2	-6.671346171E-2
1.412500000E-2	-7.388531144E-2
1.414583333E-2	-7.840205084E-2
1.416666667E-2	-8.175908689E-2
1.418750000E-2	-8.474990081E-2
1.420833333E-2	-8.795434431E-2
1.422916667E-2	-8.877834407E-2
1.425000000E-2	-8.969389935E-2
1.427083333E-2	-8.813745537E-2
1.429166667E-2	-8.594012268E-2
1.431250000E-2	-8.172856838E-2
1.433333333E-2	-7.522812586E-2
1.435416667E-2	-7.202368236E-2
1.437500000E-2	-7.312234870E-2
1.439583333E-2	-7.501449629E-2
1.441666667E-2	-7.913449507E-2
1.443750000E-2	-8.322397534E-2
1.445833333E-2	-8.590960417E-2
1.447916667E-2	-8.618427076E-2
1.450000000E-2	-8.096560564E-2
1.452083333E-2	-7.415997803E-2
1.454166667E-2	-7.065034944E-2
1.456250000E-2	-7.083346049E-2
1.458333333E-2	-6.988738670E-2
1.460416667E-2	-6.946012757E-2
1.462500000E-2	-7.513657033E-2
1.464583333E-2	-8.108767968E-2
1.466666667E-2	-7.675405133E-2
1.468750000E-2	-6.289864803E-2
1.470833333E-2	-5.487228004E-2
1.472916667E-2	-5.105746635E-2
1.475000000E-2	-4.400769066E-2
1.477083333E-2	-3.827021088E-2
1.479166667E-2	-3.070162053E-2
1.481250000E-2	-2.429273354E-2
1.483333333E-2	-1.956236457E-2
1.485416667E-2	-1.577806940E-2
1.487500000E-2	-1.089510788E-2
1.489583333E-2	-6.408886990E-3
1.491666667E-2	2.136295663E-4
1.493750000E-2	8.514664144E-3
1.495833333E-2	1.104770043E-2
1.497916667E-2	9.949034089E-3
1.500000000E-2	1.559495834E-2
1.502083333E-2	1.998962371E-2
1.504166667E-2	1.355021821E-2
1.506250000E-2	7.171849727E-3
1.508333333E-2	1.825006867E-2
1.510416667E-2	3.198339793E-2
1.512500000E-2	2.938932463E-2
1.514583333E-2	3.299050874E-2
1.516666667E-2	5.172887356E-2
1.518750000E-2	5.877864925E-2
1.520833333E-2	5.545213172E-2
1.522916667E-2	6.060975982E-2
1.525000000E-2	7.162694174E-2
1.527083333E-2	7.565538499E-2
1.529166667E-2	7.760856960E-2
1.531250000E-2	8.218634602E-2
1.533333333E-2	8.630634480E-2
1.535416667E-2	8.716086306E-2
1.537500000E-2	8.676412244E-2
1.539583333E-2	8.655049287E-2
1.541666667E-2	8.673360393E-2
1.543750000E-2	8.386486404E-2
1.545833333E-2	7.635731071E-2
1.547916667E-2	7.153538621E-2
1.550000000E-2	7.193212683E-2
1.552083333E-2	7.293923765E-2
1.554166667E-2	7.495345927E-2
1.556250000E-2	8.026367992E-2
1.558333333E-2	8.395641957E-2
